latitud,longitud,price,beds
45.4872801,-73.8612878,226000,12
45.4872963,-73.6320463,998000,5
45.4873629,-73.6109356,4998000,5
45.4874404,-73.6203922,849000,3
45.4874945,-73.6160726,2595000,5
45.4875074,-73.5870667,1995000,5
45.4875498,-73.6050945,6980000,7
45.4877171,-73.5668485,549500,12
45.4877171,-73.5668485,534500,2
45.4877171,-73.5668485,524500,2
45.4877171,-73.5668485,514500,2
45.4877171,-73.5668485,514500,3
45.4877171,-73.5668485,409500,2
45.4877286,-73.8095648,549000,2
45.4877311,-73.5983763,2190000,4
45.4877621,-73.6226417,750000,4
45.4877925,-73.6146521,3098000,5
45.4877969,-73.6030074,4195000,5
45.4878298,-73.6126253,3598000,5
45.4878494,-73.5810945,1675000,2
45.4878496,-73.593495,2575000,4
45.4878624,-73.6366818,764000,2
45.487863,-73.6487913,996000,11
45.4879454,-73.8591554,259900,2
45.4879962,-73.6290813,970000,3
45.4880221,-73.5955101,3250000,5
45.4881157,-73.5810452,3600000,4
45.4881247,-73.613315,4650000,6
45.4881377,-73.8234243,675000,12
45.4881728,-73.5973411,1498000,12
45.4881825,-73.6129807,6500000,6
45.4882599,-73.6011393,2290000,4
45.488329,-73.6883388,559000,3
45.4883321,-73.8584877,264900,4
45.4883873,-73.6430567,799000,4
45.4884532,-73.5948365,2490000,5
45.4884716,-73.5910554,453900,2
45.4884716,-73.5910554,367900,2
45.4886903,-73.7855725,585000,4
45.4887155,-73.618075,2488000,5
45.4887953,-73.6208993,2450000,6
45.4888414,-73.8535211,189000,2
45.4888696,-73.790294,679000,5
45.4889908,-73.6091076,3750000,5
45.4890054,-73.6471644,1500000,7
45.4890178,-73.6512843,488000,2
45.4890178,-73.6512843,488000,2
45.4890178,-73.6512843,429000,4
45.4890178,-73.6512843,424000,4
45.4891041,-73.6530498,589000,2
45.4891181,-73.938486,599000,3
45.4891224,-73.6530343,659000,4
45.4891889,-73.5925233,1995000,5
45.4893788,-73.8259407,749000,4
45.4894445,-73.6075439,6995000,5
45.4894767,-73.5820294,689000,3
45.4894767,-73.5820294,575000,2
45.4894767,-73.5820294,434900,1
45.4895081,-73.645402,325000,2
45.4897639,-73.9373385,600000,4
45.4897744,-73.8575812,860000,1
45.4899735,-73.6514554,575000,3
45.4900341,-73.567388,385000,1
45.4900441,-73.5991255,5500000,2
45.4900746,-73.5596961,699000,3
45.4900746,-73.5596961,699000,2
45.4900746,-73.5596961,415000,1
45.4900899,-73.5929434,1995000,4
45.4901144,-73.5740671,819000,3
45.4901506,-73.5589353,715000,2
45.4902286,-73.7802279,650000,5
45.490352,-73.857195,1795000,4
45.4903578,-73.6108941,19800000,5
45.4903774,-73.6065392,4898000,3
45.4903796,-73.8064945,859000,5
45.490438,-73.6210683,1295000,4
45.4905287,-73.558936,2959000,3
45.4905287,-73.558936,1014000,3
45.4905287,-73.558936,941000,3
45.4905287,-73.558936,748000,2
45.4905287,-73.558936,669000,2
45.4905287,-73.558936,668000,2
45.4905287,-73.558936,610000,2
45.4905581,-73.5834013,639000,2
45.4905581,-73.5834013,635000,2
45.4905581,-73.5834013,539000,2
45.4905581,-73.5834013,529000,2
45.4905581,-73.5834013,519000,1
45.4905581,-73.5834013,419000,1
45.4905581,-73.5834013,399900,1
45.4905581,-73.5834013,399000,1
45.4905581,-73.5834013,359000,1
45.4905717,-73.602373,7500000,7
45.4905727,-73.6061135,3850000,4
45.490606,-73.5794358,369000,1
45.4906809,-73.5794838,369000,2
45.4909125,-73.869713,499000,1
45.490945,-73.560541,415000,1
45.490945,-73.560541,399000,1
45.490945,-73.560541,398000,1
45.4909516,-73.8348226,1350000,12
45.491008,-73.800138,295000,3
45.4911139,-73.5884025,785000,3
45.4911371,-73.5799425,1025000,5
45.4911832,-73.7968221,389000,3
45.4911869,-73.8383952,1650000,3
45.4913867,-73.5661156,1199000,3
45.4914709,-73.5764345,680000,12
45.4914709,-73.5764345,649000,2
45.491542,-73.7982169,325000,4
45.4915442,-73.5769131,789000,2
45.4915442,-73.5769131,679000,2
45.4915442,-73.5769131,309000,1
45.4916179,-73.5958726,4298000,4
45.4916837,-73.5773127,348000,1
45.4919135,-73.5589231,2350000,2
45.4919224,-73.7788534,759000,2
45.4919649,-73.5593695,865000,4
45.4920862,-73.8059449,394000,3
45.492113,-73.6424589,1100000,4
45.4921383,-73.5870666,2850000,3
45.4921383,-73.5870666,1095000,2
45.492188,-73.5762664,420000,1
45.4922259,-73.558506,2000000,1
45.4922259,-73.558506,809000,2
45.4922284,-73.8060911,379900,3
45.4923437,-73.5697735,450000,2
45.4923467,-73.6333577,585000,2
45.4923523,-73.5692308,429000,2
45.4924027,-73.5936656,5995000,2
45.4924027,-73.5936656,1822175,2
45.4924234,-73.7814048,699900,6
45.4924495,-73.5606365,688000,1
45.4924495,-73.5606365,399000,1
45.4925024,-73.593874,27800000,8
45.4925874,-73.8896301,519900,3
45.4926656,-73.5911364,2698000,2
45.492686,-73.5957523,4098000,5
45.4927507,-73.5565159,419900,3
45.4927717,-73.8061029,259900,1
45.4927943,-73.5757459,2799000,5
45.4927943,-73.5757459,1299000,3
45.4928079,-73.8066655,852316,3
45.4928079,-73.8066655,539204,3
45.4928079,-73.8066655,495716,2
45.4928079,-73.8066655,423254,3
45.4928079,-73.8066655,415008,4
45.4928079,-73.8066655,402639,2
45.4928079,-73.8066655,394393,2
45.4928861,-73.5684007,729000,2
45.4928937,-73.5778505,2595000,3
45.4929239,-73.5669812,749000,2
45.4930528,-73.5950444,4750000,2
45.4930965,-73.6016079,6900000,10
45.493147,-73.5902602,3498000,5
45.4931533,-73.5835082,529000,2
45.4931624,-73.5911336,3499000,4
45.4932223,-73.5574943,1285000,3
45.4932223,-73.5574943,495000,2
45.4932223,-73.5574943,400000,1
45.4932223,-73.5574943,400000,1
45.4932523,-73.6027391,4498000,5
45.4932567,-73.8670884,515000,3
45.4932826,-73.826202,499000,4
45.4933423,-73.5786518,699000,2
45.4933463,-73.6120787,274900,2
45.493358,-73.5595958,3450000,3
45.493358,-73.5595958,1111110,2
45.493358,-73.5595958,748000,2
45.4933773,-73.8542377,589000,2
45.4933773,-73.8542377,449000,2
45.4936586,-73.6125941,424000,3
45.4936959,-73.558091,499000,2
45.4940007,-73.8314085,694000,5
45.4940414,-73.6125748,159000,1
45.4940827,-73.5591425,849000,1
45.4940827,-73.5591425,425000,1
45.4941037,-73.5885744,1245000,3
45.4941283,-73.8079531,325000,1
45.4941721,-73.5670702,380000,1
45.4941929,-73.5897748,4398000,8
45.4942339,-73.5670867,524900,2
45.4942339,-73.5670867,439000,12
45.4943415,-73.5967408,2960000,6
45.4944103,-73.8158528,799000,3
45.4944371,-73.8436283,494900,3
45.4944905,-73.7941585,179900,2
45.4945318,-73.5644936,65000,2
45.4946451,-73.8708186,524000,4
45.4947185,-73.5586707,629000,3
45.4947185,-73.5586707,449000,2
45.4947863,-73.5578586,374900,1
45.4947863,-73.5578586,349000,1
45.4948926,-73.5753169,519999,2
45.4948926,-73.5753169,485000,1
45.4948926,-73.5753169,449000,12
45.4948926,-73.5753169,385000,1
45.4948926,-73.5753169,379000,12
45.4948926,-73.5753169,375000,1
45.4950134,-73.5797536,545000,2
45.4950507,-73.8012089,439000,3
45.4950751,-73.5693686,1519000,3
45.4950751,-73.5693686,1084100,2
45.4950751,-73.5693686,728785,2
45.4950751,-73.5693686,682200,1
45.4950751,-73.5693686,528180,2
45.4950751,-73.5693686,526200,2
45.4950751,-73.5693686,514500,2
45.4950751,-73.5693686,371200,1
45.4950751,-73.5693686,326800,1
45.4951399,-73.5734892,1281900,3
45.4951399,-73.5734892,958900,2
45.4951399,-73.5734892,586900,5
45.4951399,-73.5734892,364900,1
45.4951446,-73.5753949,348800,1
45.4951446,-73.5753949,339000,3
45.4951454,-73.5719023,1800000,3
45.495148,-73.8129794,742000,5
45.4952188,-73.5661365,439000,2
45.4952188,-73.5661365,425000,1
45.4952188,-73.5661365,389000,1
45.4952188,-73.5661365,384900,1
45.4952188,-73.5661365,329000,4
45.4952755,-73.5952383,799000,4
45.4952755,-73.5952383,749000,3
45.4952755,-73.5952383,699000,2
45.4952755,-73.5952383,618000,3
45.4952755,-73.5952383,599000,3
45.4952755,-73.5952383,539000,2
45.4952755,-73.5952383,389999,2
45.495277,-73.5959372,1185000,3
45.4952771,-73.5959721,949900,3
45.4953244,-73.5593108,398888,12
45.49534,-73.8141033,640000,2
45.4953736,-73.5599157,408000,1
45.4954424,-73.5737862,1080000,3
45.4954472,-73.544793,1425000,3
45.4954472,-73.544793,918000,3
45.4954472,-73.544793,699000,2
45.495474,-73.6075821,675000,4
45.495474,-73.6075821,649000,5
45.495474,-73.6075821,595000,2
45.495474,-73.6075821,359000,1
45.495474,-73.6075821,285000,1
45.495474,-73.6075821,279000,1
45.4954813,-73.8351647,569000,4
45.495639,-73.8305461,528000,4
45.4956653,-73.6010492,449000,4
45.4956738,-73.5742714,475000,1
45.4956738,-73.5742714,475000,1
45.4956738,-73.5742714,390000,2
45.495698,-73.6458255,344236,2
45.495698,-73.6458255,322147,1
45.495698,-73.6458255,304749,1
45.4957107,-73.5681532,1700000,11
45.4957107,-73.5681532,1549000,3
45.4957107,-73.5681532,1488000,2
45.4957107,-73.5681532,1288000,3
45.4957107,-73.5681532,899000,2
45.4957107,-73.5681532,855000,3
45.4957107,-73.5681532,855000,2
45.4957107,-73.5681532,849000,2
45.4957107,-73.5681532,808888,2
45.4957107,-73.5681532,750000,2
45.4957107,-73.5681532,748000,5
45.4957107,-73.5681532,689000,2
45.4957107,-73.5681532,675000,2
45.4957107,-73.5681532,649000,1
45.4957107,-73.5681532,638000,2
45.4957107,-73.5681532,595000,1
45.4957107,-73.5681532,565000,2
45.4957107,-73.5681532,550000,2
45.4957107,-73.5681532,549000,1
45.4957107,-73.5681532,539000,2
45.4957107,-73.5681532,515000,2
45.4957107,-73.5681532,500000,2
45.4957107,-73.5681532,468864,1
45.4957107,-73.5681532,450000,1
45.4957107,-73.5681532,449000,1
45.4957107,-73.5681532,365000,4
45.4957107,-73.5681532,344500,3
45.4957573,-73.580804,499000,2
45.4957573,-73.580804,459000,2
45.4957573,-73.580804,455000,2
45.4957573,-73.580804,429000,1
45.4957573,-73.580804,349900,2
45.495837,-73.5605465,388000,1
45.4959205,-73.5820825,7995000,4
45.4959205,-73.5820825,1375000,1
45.4960103,-73.5705437,2191245,4
45.4960103,-73.5705437,2100000,3
45.4960103,-73.5705437,799900,2
45.4960103,-73.5705437,799000,2
45.4960103,-73.5705437,769000,2
45.4960103,-73.5705437,699000,2
45.4960103,-73.5705437,698000,2
45.4960103,-73.5705437,589000,2
45.4960103,-73.5705437,585585,2
45.4960103,-73.5705437,529925,1
45.4960103,-73.5705437,500000,1
45.4960103,-73.5705437,498000,12
45.4960103,-73.5705437,488800,1
45.4960103,-73.5705437,455000,1
45.4960103,-73.5705437,449500,1
45.4960103,-73.5705437,449000,2
45.4960103,-73.5705437,439934,12
45.4960103,-73.5705437,125000,2
45.4960103,-73.5705437,115000,4
45.4960313,-73.8524484,274900,2
45.4961367,-73.5752418,674000,2
45.4961367,-73.5752418,580000,2
45.4961367,-73.5752418,580000,2
45.4961367,-73.5752418,385000,1
45.4961367,-73.5752418,369000,1
45.4962268,-73.5552574,319000,3
45.4962716,-73.6170857,389900,2
45.4962716,-73.6170857,359000,1
45.4962716,-73.6170857,325000,1
45.496348,-73.5741343,928000,2
45.496348,-73.5741343,599888,4
45.496348,-73.5741343,425000,1
45.4964637,-73.5744662,60000,4
45.4965514,-73.8504515,3000000,3
45.4965803,-73.5612048,319000,3
45.4966237,-73.6523017,419000,2
45.4966294,-73.5726297,1350000,2
45.4966294,-73.5726297,248000,1
45.496746,-73.8854511,579000,4
45.4967482,-73.5552332,445000,3
45.4967523,-73.5705113,1659900,3
45.4967523,-73.5705113,1391607,2
45.4967523,-73.5705113,899000,2
45.4967523,-73.5705113,790000,2
45.4967523,-73.5705113,749000,4
45.4967523,-73.5705113,718887,1
45.4967523,-73.5705113,695000,2
45.4967523,-73.5705113,679000,4
45.4967523,-73.5705113,649000,12
45.4967523,-73.5705113,609000,2
45.4967523,-73.5705113,599000,3
45.4967523,-73.5705113,599000,1
45.4967523,-73.5705113,595000,2
45.4967523,-73.5705113,559000,2
45.4967523,-73.5705113,539000,2
45.4967523,-73.5705113,529000,1
45.4969147,-73.5530797,1175000,2
45.4969147,-73.5530797,355000,1
45.4969147,-73.5530797,299000,1
45.4970435,-73.7994735,559900,2
45.4971371,-73.649829,515000,2
45.4971746,-73.5813821,995000,2
45.4971746,-73.5813821,685000,2
45.4972159,-73.6103642,5900000,2
45.4972159,-73.6103642,5000000,3
45.4972159,-73.6103642,2438088,2
45.4972159,-73.6103642,2389989,12
45.4972159,-73.6103642,1563026,2
45.4972159,-73.6103642,1029000,3
45.4972159,-73.6103642,889000,2
45.4972159,-73.6103642,845000,2
45.4972159,-73.6103642,825000,2
45.4972159,-73.6103642,780000,10
45.4972159,-73.6103642,775000,2
45.4972159,-73.6103642,749000,2
45.4972159,-73.6103642,700000,1
45.4972159,-73.6103642,660000,4
45.4972159,-73.6103642,650000,5
45.4972159,-73.6103642,649000,1
45.4972159,-73.6103642,592000,2
45.4972159,-73.6103642,485640,4
45.4972159,-73.6103642,479000,6
45.4972159,-73.6103642,418346,3
45.4972159,-73.6103642,375000,5
45.4972159,-73.6103642,350000,4
45.4972159,-73.6103642,340000,3
45.4972159,-73.6103642,329900,2
45.4972159,-73.6103642,265000,2
45.4972159,-73.6103642,249900,3
45.4972159,-73.6103642,225000,3
45.4972159,-73.6103642,219000,3
45.4972159,-73.6103642,79000,12
45.4972159,-73.6103642,65000,2
45.4972159,-73.6103642,55000,2
45.4972741,-73.8530878,325000,2
45.4972741,-73.8530878,309000,2
45.4972831,-73.6523548,454000,2
45.4972831,-73.6523548,443000,2
45.4972831,-73.6523548,435000,2
45.4972831,-73.6523548,299900,1
45.4975167,-73.6494292,529900,2
45.4976117,-73.8535404,329500,2
45.4976117,-73.8535404,244900,2
45.4976447,-73.5809161,6950000,12
45.4977606,-73.5808762,2100000,3
45.4977606,-73.5808762,735000,2
45.4977732,-73.5610365,619000,2
45.4979319,-73.5709822,3000000,3
45.4979319,-73.5709822,1699000,3
45.4979319,-73.5709822,1380900,2
45.4979319,-73.5709822,1195000,2
45.4979319,-73.5709822,949000,2
45.4979319,-73.5709822,925000,2
45.4979319,-73.5709822,919000,2
45.4979319,-73.5709822,915000,3
45.4979319,-73.5709822,899000,2
45.4979319,-73.5709822,859000,2
45.4979319,-73.5709822,829000,2
45.4979319,-73.5709822,810200,2
45.4979319,-73.5709822,799000,2
45.4979319,-73.5709822,629000,2
45.4979319,-73.5709822,569000,1
45.4979319,-73.5709822,568000,2
45.4979319,-73.5709822,550000,1
45.4979319,-73.5709822,549999,3
45.4979319,-73.5709822,547000,1
45.4979319,-73.5709822,499000,1
45.4979319,-73.5709822,490000,1
45.4979319,-73.5709822,469000,4
45.4979319,-73.5709822,469000,1
45.4979319,-73.5709822,465000,1
45.4979319,-73.5709822,459900,12
45.4979319,-73.5709822,329000,3
45.4979319,-73.5709822,299000,3
45.4979319,-73.5709822,65000,2
45.4979735,-73.8537755,325000,3
45.4979735,-73.8537755,234900,2
45.4979849,-73.5727006,690000,2
45.4979849,-73.5727006,629000,3
45.4979849,-73.5727006,479900,1
45.4979849,-73.5727006,476000,1
45.4979849,-73.5727006,475000,1
45.4979849,-73.5727006,469500,1
45.4979907,-73.6369655,530000,2
45.4979948,-73.5444608,779000,2
45.4979948,-73.5444608,769000,2
45.4979948,-73.5444608,569000,1
45.4981404,-73.9102867,1344116,6
45.4981655,-73.5799518,2600000,3
45.498193,-73.5444375,1390000,2
45.498193,-73.5444375,1310000,12
45.498193,-73.5444375,835000,2
45.4982028,-73.8166347,479000,4
45.498328,-73.5838009,299000,1
45.4985532,-73.5703899,1010900,3
45.4986475,-73.5845113,289000,1
45.4986949,-73.5545894,618000,2
45.4986949,-73.5545894,575000,3
45.4987042,-73.6520958,449500,3
45.4987042,-73.6520958,424000,2
45.4987122,-73.5821729,799000,2
45.498809,-73.8332747,574000,4
45.4988299,-73.8289424,519000,3
45.4988366,-73.5535014,1078000,1
45.4988366,-73.5535014,1074900,3
45.498884,-73.5530558,1980000,2
45.498884,-73.5530558,1100000,2
45.4988869,-73.6443132,765000,3
45.4988869,-73.6443132,519000,2
45.4988869,-73.6443132,399000,4
45.4988869,-73.6443132,383871,2
45.4989733,-73.8678513,549900,3
45.4990425,-73.789241,249000,4
45.4990635,-73.5541806,2895000,2
45.4990912,-73.821437,535000,5
45.4993253,-73.5565347,495000,2
45.4993253,-73.5565347,337000,1
45.4993691,-73.6486168,365000,1
45.4994472,-73.5837288,725000,3
45.4994571,-73.6212392,629000,3
45.4994906,-73.5812014,4100000,2
45.4994906,-73.5812014,2400000,3
45.4994933,-73.559498,769000,3
45.4995159,-73.6489237,538000,4
45.4995348,-73.5763779,7300000,4
45.4995348,-73.5763779,3200000,2
45.4995348,-73.5763779,2900000,3
45.4995348,-73.5763779,1199000,4
45.4995348,-73.5763779,1100000,4
45.4995348,-73.5763779,1088000,3
45.4995348,-73.5763779,1049000,2
45.4995348,-73.5763779,838000,2
45.4995348,-73.5763779,775000,2
45.4995665,-73.7968378,548000,5
45.4996352,-73.5789808,2750000,2
45.4996352,-73.5789808,1760000,3
45.4996352,-73.5789808,850000,2
45.4996352,-73.5789808,715000,2
45.4996352,-73.5789808,599000,1
45.4996372,-73.5810599,2225000,7
45.4996423,-73.5756364,2995000,2
45.4996607,-73.701688,449800,3
45.4997641,-73.5617696,4829900,3
45.4997641,-73.5617696,2519900,2
45.4997641,-73.5617696,806900,2
45.4997641,-73.5617696,782900,2
45.4997641,-73.5617696,571900,1
45.4997666,-73.5842083,15000000,6
45.4997666,-73.5842083,11900000,6
45.4997666,-73.5842083,2690000,1
45.4997666,-73.5842083,2395000,3
45.499773,-73.5783586,4995000,2
45.499773,-73.5783586,3995000,2
45.4998361,-73.5756825,1250000,2
45.4998361,-73.5756825,1200000,2
45.4999711,-73.7906138,269000,3
45.5000021,-73.6534475,420000,2
45.5000087,-73.783561,249000,2
45.5000416,-73.8480279,614800,4
45.5000956,-73.9056752,349000,1
45.5000956,-73.9056752,349000,4
45.5000986,-73.6241387,329000,2
45.5001355,-73.5846709,1645000,3
45.5002447,-73.9049161,1450000,4
45.5003968,-73.578241,1295000,3
45.5004671,-73.5597888,1795000,2
45.5004671,-73.5597888,849000,3
45.5005824,-73.6762234,649000,4
45.5006096,-73.5562373,588000,1
45.5006372,-73.5608988,2426900,2
45.5006372,-73.5608988,2318900,2
45.5006372,-73.5608988,580900,1
45.5006644,-73.5547048,745000,2
45.5008725,-73.8363548,459000,5
45.500977,-73.7037912,549000,3
45.5009922,-73.7847154,395000,12
45.5010318,-73.7038788,415000,2
45.5010318,-73.7038788,374900,2
45.5010318,-73.7038788,349000,2
45.5010488,-73.8290874,629900,5
45.5011219,-73.8349193,479000,2
45.5011509,-73.5571439,1175000,2
45.5012417,-73.5820183,4488000,3
45.5012417,-73.5820183,2295000,3
45.5012417,-73.5820183,1550000,3
45.5012417,-73.5820183,699000,2
45.5012417,-73.5820183,690000,1
45.5012417,-73.5820183,629000,1
45.5012417,-73.5820183,589000,4
45.5012417,-73.5820183,565000,1
45.5012417,-73.5820183,549000,1
45.5012417,-73.5820183,389000,2
45.5012417,-73.5820183,339000,1
45.5013233,-73.5796195,719000,3
45.5014118,-73.5740249,759800,2
45.5014118,-73.5740249,749000,2
45.5014655,-73.5799183,550000,2
45.5015357,-73.5538784,899000,2
45.5017403,-73.7257841,770000,3
45.5020662,-73.6891897,849000,4
45.5021222,-73.5631525,549000,1
45.5021222,-73.5631525,457000,3
45.5021344,-73.5579564,1075000,2
45.5021344,-73.5579564,1049000,3
45.5025393,-73.792031,450000,4
45.5025426,-73.8523468,429000,5
45.502687,-73.5627366,569000,3
45.5027133,-73.8280719,559000,4
45.5028049,-73.568741,1049000,2
45.5028049,-73.568741,925000,2
45.5028049,-73.568741,899000,12
45.5028049,-73.568741,799000,2
45.5028049,-73.568741,798000,2
45.5028049,-73.568741,749000,2
45.5028049,-73.568741,689000,5
45.5028049,-73.568741,598000,2
45.5028049,-73.568741,579000,1
45.5028049,-73.568741,549900,1
45.5028049,-73.568741,525000,2
45.5028049,-73.568741,469000,1
45.502982,-73.5678469,1366950,3
45.502982,-73.5678469,699000,2
45.502982,-73.5678469,648950,2
45.502982,-73.5678469,589000,1
45.502982,-73.5678469,539000,1
45.502982,-73.5678469,539000,1
45.502982,-73.5678469,519000,3
45.502982,-73.5678469,479000,1
45.502982,-73.5678469,449000,3
45.502982,-73.5678469,339000,1
45.502982,-73.5678469,72000,4
45.5033609,-73.5550675,1000000,2
45.5034436,-73.5635422,789000,1
45.5034436,-73.5635422,399000,1
45.5035926,-73.9122717,1999000,5
45.5035951,-73.8314647,1290000,2
45.5038231,-73.861943,1449000,4
45.5039195,-73.6634575,575000,2
45.5039323,-73.690494,975000,5
45.5039976,-73.5623415,3399000,3
45.5039976,-73.5623415,2649000,3
45.5039976,-73.5623415,2079000,2
45.5039976,-73.5623415,1989000,2
45.5039976,-73.5623415,475260,1
45.5040404,-73.8665487,419000,12
45.504057,-73.7817375,608742,4
45.5041117,-73.9064678,825000,4
45.5042319,-73.6458432,1259000,3
45.5042736,-73.5629188,1025000,4
45.5042736,-73.5629188,868000,2
45.5043281,-73.8537151,489000,4
45.5044103,-73.5550877,262000,1
45.5044103,-73.5550877,260000,1
45.504422,-73.8557266,1699000,7
45.5044243,-73.9056881,898000,5
45.5045292,-73.6616457,1658000,3
45.5045466,-73.6765146,499900,2
45.5045975,-73.7283598,2798000,7
45.5047725,-73.5555402,649000,2
45.5048188,-73.554394,610000,1
45.5048365,-73.5557754,1198000,3
45.505,-73.9078943,895000,12
45.5051706,-73.5546629,1250000,11
45.5051855,-73.833655,617700,3
45.5052069,-73.5552975,990000,2
45.5052403,-73.5552788,798000,2
45.5052572,-73.9046109,799000,5
45.5053263,-73.8113394,459000,4
45.5053834,-73.7763844,319000,2
45.5054563,-73.6967497,929000,3
45.5055162,-73.8264297,360000,5
45.5055295,-73.5650871,1999000,2
45.5055295,-73.5650871,1499000,3
45.5055758,-73.6784498,699900,3
45.5057348,-73.8556363,688000,3
45.5058689,-73.6920243,557700,3
45.505913,-73.7186147,799000,3
45.5059335,-73.8114825,649000,6
45.5060243,-73.6915851,839900,4
45.5061544,-73.6509378,1349000,12
45.5061905,-73.7689011,748000,4
45.5061954,-73.682112,575000,2
45.5062691,-73.6527429,2749000,5
45.5063311,-73.5563519,925000,3
45.5063311,-73.5563519,599000,2
45.5063311,-73.5563519,378000,2
45.5063473,-73.7249831,2488000,6
45.5063714,-73.5707664,55000,2
45.5065441,-73.9079941,619000,3
45.5065839,-73.8685749,775000,5
45.5066397,-73.8603984,3280000,5
45.5066908,-73.6447061,1525000,2
45.5067908,-73.9086174,439900,3
45.5068576,-73.5681233,3999000,4
45.5068786,-73.6479576,1525000,4
45.5070344,-73.5688402,975000,2
45.5070344,-73.5688402,929000,2
45.5070344,-73.5688402,750000,2
45.5070344,-73.5688402,699000,2
45.5070344,-73.5688402,689000,2
45.5070344,-73.5688402,679000,11
45.5070344,-73.5688402,470000,1
45.5070344,-73.5688402,465000,1
45.5070344,-73.5688402,450000,1
45.5070344,-73.5688402,60000,11
45.507073,-73.8600959,1948000,4
45.5071399,-73.7170268,387000,2
45.5071725,-73.6731098,439000,2
45.5071736,-73.5707744,1380000,3
45.5071736,-73.5707744,1034000,2
45.5071736,-73.5707744,995000,2
45.5071736,-73.5707744,924000,4
45.5071736,-73.5707744,914000,2
45.5071736,-73.5707744,800000,2
45.5071736,-73.5707744,799000,2
45.5071736,-73.5707744,745000,3
45.5071736,-73.5707744,709000,2
45.5071736,-73.5707744,680000,2
45.5071736,-73.5707744,655000,12
45.5071736,-73.5707744,635000,2
45.5071736,-73.5707744,549900,1
45.5071736,-73.5707744,459000,1
45.5071736,-73.5707744,448000,1
45.5073769,-73.6491155,4950000,7
45.5074232,-73.9093474,789000,4
45.5074702,-73.726898,1588000,4
45.5075292,-73.7684795,1270000,4
45.5075783,-73.6162024,399000,1
45.5076236,-73.7859962,450000,4
45.507731,-73.5739236,574000,2
45.507748,-73.6725626,288000,1
45.5077517,-73.85277,1195000,3
45.5077615,-73.8340719,499000,4
45.5079475,-73.7215586,2198000,6
45.5079639,-73.6718781,429000,4
45.5080193,-73.7307364,3798000,7
45.5084172,-73.6608236,315000,1
45.5084625,-73.872565,1195000,5
45.5084675,-73.8593332,1198000,5
45.5084857,-73.713861,848000,4
45.5086337,-73.7935414,319900,3
45.5086567,-73.8361703,399900,4
45.5086902,-73.5772016,289000,1
45.5086947,-73.7913787,1788000,4
45.5087747,-73.8311785,429900,4
45.5088375,-73.7892665,971000,5
45.50884,-73.58781,6998000,6
45.50884,-73.58781,6000000,12
45.50884,-73.58781,5998000,8
45.50884,-73.58781,5499000,3
45.50884,-73.58781,5188000,5
45.50884,-73.58781,3999999,3
45.50884,-73.58781,3595000,4
45.50884,-73.58781,3499000,4
45.50884,-73.58781,2999000,7
45.50884,-73.58781,2995000,2
45.50884,-73.58781,2670400,3
45.50884,-73.58781,2650000,6
45.50884,-73.58781,2650000,4
45.50884,-73.58781,2598000,12
45.50884,-73.58781,2495000,5
45.50884,-73.58781,2250000,4
45.50884,-73.58781,2250000,6
45.50884,-73.58781,2200000,5
45.50884,-73.58781,2195000,7
45.50884,-73.58781,2100000,2
45.50884,-73.58781,1998000,1
45.50884,-73.58781,1956000,3
45.50884,-73.58781,1950000,4
45.50884,-73.58781,1890000,5
45.50884,-73.58781,1880000,3
45.50884,-73.58781,1860000,3
45.50884,-73.58781,1799000,2
45.50884,-73.58781,1799000,3
45.50884,-73.58781,1775000,4
45.50884,-73.58781,1749000,2
45.50884,-73.58781,1700000,1
45.50884,-73.58781,1676625,5
45.50884,-73.58781,1649000,3
45.50884,-73.58781,1599000,5
45.50884,-73.58781,1595000,5
45.50884,-73.58781,1550000,3
45.50884,-73.58781,1525000,2
45.50884,-73.58781,1500000,1
45.50884,-73.58781,1495000,4
45.50884,-73.58781,1450000,2
45.50884,-73.58781,1400000,4
45.50884,-73.58781,1398000,4
45.50884,-73.58781,1395000,6
45.50884,-73.58781,1395000,3
45.50884,-73.58781,1381700,1
45.50884,-73.58781,1367000,4
45.50884,-73.58781,1349000,5
45.50884,-73.58781,1332000,5
45.50884,-73.58781,1310000,2
45.50884,-73.58781,1299000,2
45.50884,-73.58781,1299000,1
45.50884,-73.58781,1299000,6
45.50884,-73.58781,1298000,6
45.50884,-73.58781,1298000,3
45.50884,-73.58781,1278000,5
45.50884,-73.58781,1250000,3
45.50884,-73.58781,1249000,3
45.50884,-73.58781,1200000,2
45.50884,-73.58781,1200000,1
45.50884,-73.58781,1199000,2
45.50884,-73.58781,1199000,5
45.50884,-73.58781,1199000,2
45.50884,-73.58781,1199000,4
45.50884,-73.58781,1195000,3
45.50884,-73.58781,1189000,6
45.50884,-73.58781,1185000,5
45.50884,-73.58781,1179000,4
45.50884,-73.58781,1175000,3
45.50884,-73.58781,1150000,3
45.50884,-73.58781,1150000,2
45.50884,-73.58781,1150000,3
45.50884,-73.58781,1149000,4
45.50884,-73.58781,1145000,3
45.50884,-73.58781,1140000,2
45.50884,-73.58781,1100000,12
45.50884,-73.58781,1099000,3
45.50884,-73.58781,1099000,2
45.50884,-73.58781,1098000,5
45.50884,-73.58781,1095000,2
45.50884,-73.58781,1090000,2
45.50884,-73.58781,1090000,2
45.50884,-73.58781,1088000,5
45.50884,-73.58781,1080000,6
45.50884,-73.58781,1068000,3
